F0101;Glaciers blancs, noirs et pierreux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F0908;Bas-marais alcalins des sols tourbeux oligotrophes à laîche de Davall (Carex davalliana) et communautés apparentées;Allium schoenoprasum;Anacamptis palustris;Bellidiastrum michelii;Blysmus compressus;Carex davalliana;Carex flacca;Carex flava;Carex hostiana;Carex lepidocarpa;Carex panicea;Crepis paludosa;Dactylorhiza incarnata;Dactylorhiza majalis;Epipactis palustris;Equisetum palustre;Eriophorum latifolium;Fleocharis quinqueflora;Juncus alpinoarticulatus;Juncus articulatus;Juncus subnodulosus;Liparis loeselii;Molinia arundinacea;Molinia caerulea;Parnassia palustris;Pinguicula alpina;Pinguicula vulgaris;Polygala amarella;Primula farinosa;Schoenus ferrugineus;Schoenus nigricans;Spiranthes aestivalis;Swertia perennis;Tofieldia calyculata;Triglochin palustris;Typha minima;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F0909;Bas-marais arctico-alpins des alluvions calcaires à laîche à deux couleurs (Carex bicolor);Agrostis stolonifera;Bistorta vivipara;Carex atrofusca;Carex bicolor;Carex bipartita;Carex capillaris;Carex frigida;Carex lachenalir;Carex maritima;Carex microglochin;Equisetum variegatum;Juncus alpinoarticulatus;Juncus arcticus;Juncus triglumis;Pinguicula alpina;Primula farinosa;Saxifraga aizoides;Tofieldia pusilla;Trichophorum pumilum;Typha minima;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1001;Roselières hautes de grandes hélophytes;Acorus calamus;Baldellia ranunculoides;Carex appropinquata;Carex riparia;Cladium mariscus;Convolvulus sepium;Equisetum fluviatile;Eupatorium cannabinum;Euphorbia palustris;Glyceria maxima;Hippuris vulgaris;Iris pseudacorus;Jacobaea paludosa subsp. angustifolia;Lathyrus palustris;Lycopus europaeus;Lysimachia vulgaris;Lythrum salicaria;Mentha aquatica;Phalaris arundinacea;Phragmites australis;Poa palustris;Ranunculus lingua;Schoenoplectus lacustris;Solanum dulcamara;Solidago gigantea;Sparganium erectum;Thelypteris palustris;Thysselinum palustre;Typha angustifolia;Typha latifolia;Urtica dioica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1002;Roselières basses et prairies inondées de petites hélophytes;Alisma gramineum;Alisma lanceolatum;Alopecurus aequalis;Bidens tripartita;Bolboschoenus maritimus;Butomus umbellatus;Calamagrostis canescens;Damasonium alisma;Eleocharis palustris;Equisetum fluviatile;Festuca acuminata;Glyceria fluitans;Gratiola officinalis;Iris pseudacorus;Leersia oryzoides;Ludwigia palustris;Lycopus europaeus;Lythrum salicaria;Oenanthe aquatica;Persicaria lapathifolia;Phalaris arundinacea;Polygala vulgaris;Ranunculus sceleratus;Rorippa amphibia;Rorippa palustris;Sagittaria sagittifolia;Schoenoplectus mucronatus;Schoenoplectus triqueter;Sparganium emersum;Sparganium erectum;Teucrium scordium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1003;Roselières fluviatiles des berges et bancs d'alluvions régulièrement rajeunis à alpiste faux-roseau (Phalaris arundinacea);Calamagrostis pseudophragmites;Chaerophyllum hirsutum;Convolvulus sepium;Elymus caninus;Koeleria pyramidata;Mentha aquatica;Mentha longifolia;Myosotis scorpioides;Myosoton aquaticum;Persicaria hydropiper;Petasites hybridus;Phalaris arundinacea;Phragmites australis;Poa palustris;Rorippa palustris;Rorippa sylvestris;Rumex conglomeratus;Rumex obtusifolius;Scrophularia oblongifolia;Typha minima;Urtica dioica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1004;Magnocariçaies des sols organiques mésotrophes à eutrophes, inondées ou très humides à laîche élevée (Carex elata) et formations apparentées;Angelica sylvestris;Carex appropinquata;Carex buxbaumii;Carex elata;Carex lasiocarpa;Carex paniculata;Carex rostrata;Carex vesicaria;Cladium mariscus;Equisetum fluviatile;Eupatorium cannabinum;Filipendula ulmaria;Gratiola officinalis;Iris pseudacorus;Jacobaea paludosa subsp. angustifolia;Juncus subnodulosus;Lysimachia vulgaris;Lythrum salicaria;Mentha aquatica;Menyanthes trifoliata;Oenanthe lachenalii;Phragmites australis;Thelypteris palustris;Thysselinum palustre;Utricularia minor;Valeriana officinalis;Viola relation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1005;Magnocaricaies des sols argilo-humifères mésotrophes à eutrophes à laîche aiqüe (Carex acuta) et formations dérivées à alpiste (Phalaris arundinacea);Bolboschoenus maritimus;Calamagrostis canescens;Carex acuta;Carex acutiformis;Carex disticha;Carex pseudocyperus;Carex riparia;Carex vesicaria;Eleocharis palustris;Equisetum fluviatile;Galium elongatum;Glyceria maxima;Hypericum tetrapterum;Iris pseudacorus;Juncus effusus;Lycopus europaeus;Lysimachia vulgaris;Lythrum salicaria;Mentha aquatica;Myosotis scorpioides;Phalaris arundinacea;Poa palustris;Scirpus sylvaticus;Scutellaria galericulata;Sium latifolium;Stachys palustris;Stellaria palustris;Symphytum officinale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1006;Magnocariçaies et jonçaies des vasières non consolidées à laîche faux-souchet (Carex pseudocyperus);Alisma plantago-aquatica;Berula erecta;Bidens tripartita;Calamagrostis canescens;Carex acutiformis;Carex pseudocyperus;Convolvulus sepium;Eupatorium cannabinum;Galium elongatum;Inula britannica;Iris pseudacorus;Juncus effusus;Leersia oryzoides;Lycopus europaeus;Lysimachia vulgaris;Lythrum salicaria;Mentha aquatica;Phragmites australis;Ranunculus lingua;Ranunculus sceleratus;Rumex hydrolapathum;Scutellaria galericulata;Sparganium emersum;Sparganium erectum;Stellaria media;Teucrium scordium;Typha angustifolia;Typha latifolia;Urtica dioica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1101;Mégaphorbiaies riveraines et des plaines alluviales à dorycnium dressé (Lotus rectus) des régions méditerranéennes;Angelica sylvestris;Arundo donax;Berula erecta;Brachypodium sylvaticum;Cirsium monspessulanum;Convolvulus sepium;Epilobium hirsutum;Equisetum telmateia;Eupatorium cannabinum;Galium mollugo;Lotus rectus;Lysimachia vulgaris;Lythrum salicaria;Mentha longifolia;Mentha suaveolens;Phalaris arundinacea;Phragmites australis;Pulicaria dysenterica;Ranunculus repens;Rumex conglomeratus;Schoenoplectus tabernaemontani;Scirpoides holoschoenus;Senecio doria;Typha latifolia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1102;Mégaphorbiaies riveraines eutrophiles à liseron sombre (Calystegia sepium) des étages planitiaire et collinéen;Aegopodium podagraria;Artemisia verlotiorum;Athyrium filix-femina;Carex acutiformis;Carex appropinquata;Chaerophyllum aureum;Cirsium arvense;Cirsium oleraceum;Clematis vitalba;Convolvulus sepium;Epilobium hirsutum;Eupatorium cannabinum;Filipendula ulmaria;Galium aparine;Galium mollugo;Humulus lupulus;Impatiens glandulifera;Lamium maculatum;Lysimachia vulgaris;Lythrum salicaria;Mentha longifolia;Myosoton aquaticum;Petasites hybridus;Phalaris arundinacea;Poa palustris;Reynoutria japonica;Reynoutria sachalinensis;Reynoutria X bohemica;Rubus caesius;Rumex sanguineus;Solidago canadensis;Solidago gigantea;Symphyotrichum lanceolatum;Symphyotrichum X salignum;Thalictrum flavum;Urtica dioica;Valeriana officinalis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1103;Mégaphorbiaies riveraines minérotrophiles à pétasite officinal (Petasites hybridus) de l'étage montagnard;Aegopodium podagraria;Angelica sylvestris;Asperula taurina;Bistorta officinalis;Caltha palustris;Carduus personata;Chaerophyllum aureum;Chaerophyllum hirsutum;Cirsium oleraceum;Crepis paludosa;Deschampsia cespitosa;Filipendula ulmaria;Geranium phaeum;Geranium sylvaticum;Heracleum sphondylium subsp. elegans;Mentha longifolia;Orobanche flava;Petasites albus;Petasites hybridus;Silene dioica;Stachys sylvatica;Stellaria nemorum;Urtica dioica;Valeriana officinalis;Veronica chamaedrys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1104;Mégaphorbiaies planitiaires à collinéennes à reine des prés (Filipendula ulmaria) et à pigamor jaune (Thalictrum flavum);Allium angulosum;Althaea officinalis;Angelica sylvestris;Bistorta officinalis;Caltha palustris;Carex acutiformis;Cirsium palustre;Convolvulus sepium;Deschampsia cespitosa;Epilobium hirsutum;Epilobium parviflorum;Eupatorium cannabinum;Euphorbia palustris;Filipendula ulmaria;Galium mollugo;Holcus lanatus;Hypericum tetrapterum;Hypericum X desetangsii;Iris pseudacorus;Jacobaea paludosa subsp. angustifolia;Jacobaea uniflora;Leucojum aestivum;Lychnis flos-cuculi;Lysimachia vulgaris;Lythrum salicaria;Oenanthe silaifolia;Phalaris arundinacea;Phragmites australis;Poa trivialis;Ranunculus aconitifolius;Scirpus sylvaticus;Solidago gigantea;Stachys palustris;Symphytum officinale;Thalictrum flavum;Urtica dioica;Valeriana officinalis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1105;Mégaphorbiaies collinéennes à montagnardes des sols organiques humides à reine des prés (Filipendula ulmaria) et à hautes dicotylédones;Achillea ptarmica;Aconitum napellus;Angelica sylvestris;Bistorta officinalis;Caltha palustris;Carex paniculata;Chaerophyllum hirsutum;Cirsium oleraceum;Cirsium palustre;Cirsium rivulare;Crepis paludosa;Deschampsia cespitosa;Equisetum palustre;Filipendula ulmaria;Geranium sylvaticum;Geum rivale;Heracleum sphondylium;Lychnis flos-cuculi;Lysimachia vulgaris;Ranunculus aconitifolius;Sanguisorba officinalis;Scirpus sylvaticus;Scrophularia oblongifolia subsp. umbrosa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1106;Mégaphorbiaies montagnardes des pentes humides à pétasite blanc (Petasites albus);Aconitum lycoctonum subsp. vulparia;Actaea spicata;Anthriscus nitida;Aruncus dioicus;Athyrium filix-femina;Campanula latifolia;Cardamine amara;Chaerophyllum hirsutum;Chaerophyllum villarsil;Chrysosplenium alternifolium;Chrysosplenium oppositifolium;Circaea alpina;Cirsium erisithales;Dryopteris filix-mas;Chamaenerion angustifolium;Knautia dipsacifolia;Lamium galeobdolon subsp. montanum;Milium effusum;Orobanche flava;Oxalis acetosella;Petasites albus;Petasites hybridus;Prenanthes purpurea;Ranunculus lanuginosus;Ranunculus platanifolius;Saxifraga rotundifolia;Senecio ovatus subsp. alpestris;Stellaria nemorum subsp. montana;Thalictrum aquilegiifolium;Viola biflora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1107;Mégaphorbiaies subalpines des combes fraîches et humides à adénostyle à feuilles d'alliaire (Adenostyles alliariae);Achillea macrophylla;Aconitum lycoctonum subsp. neapolitanum;Aconitum variegatum subsp. paniculatum;Adenostyles alliariae;Athyrium distentifolium;Chaerophyllum villarsil;Delphinium dubium;Descurainia tanacetifolia;Epilobium alpestre;Gentiana asclepiadea;Geranium sylvaticum;Heracleum sphondylium subsp. elegans;Imperatoria ostruthium;Lactuca alpina;Oxalis acetosella;Ranunculus platanifolius;Rumex arifolius;Saxifraga rotundifolia;Sorbus aucuparia;Streptopus amplexifolius;Thalictrum aquilegiifolium;Tozzia alpina;Veratrum album;Viola biflora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1108;Prairies montagnardes calcicoles des couloirs et pentes fortes à calamagrostide des montagnes (Calamagrostis varia) et à dicotylédones diverses;Aconitum lycoctonum;Adenostyles alpina;Alchemilla conjuncta;Anemone alpina;Anthericum ramosum;Astrantia major;Bellidiastrum michelii;Buphthalmum salicifolium;Calamagrostis varia;Campanula rhomboidalis;Carduus defloratus;Carex flacca;Carlina acaulis;Cerinthe glabra;Crepis pyrenaica;Cyanus montanus;Cypripedium calceolus;Gentiana cruciata;Gentiana lutea;Gentianopsis ciliata;Geranium sylvaticum;Globularia nudicaulis;Gymnadenia conopsea;Gymnadenia odoratissima;Gypsophila repens;Knautia dipsacifolia;Laserpitium latifolium;Laserpitium siler;Linum catharticum;Orobanche laserpiti-sileris;Parnassia palustris;Phyteuma orbiculare;Pinguicula grandiflora;Scabiosa lucida;Sesleria caerulea;Valeriana montana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1109;Prairies subalpines neutro-acidiclinophiles, assez fraîches, des couloirs et pentes fortes, à graminées et à dicotylédones diverses;Aconitum lycoctonum;Aconitum variegatum subsp. paniculatum;Adenostyles alpina;Allium victorialis;Anemone alpina;Astragalus penduliflorus;Astrantia major;Avenula pubescens;Bellidiastrum michelii;Bupleurum longifolium;Calamagrostis arundinacea;Calamagrostis varia;Campanula rhomboidalis;Cephalaria alpina;Chaerophyllum aureum;Crepis pyrenaica;Cyanus montanus;Dactylis glomerata;Digitalis grandiflora;Ervilia sylvatica;Eryngium alpinum;Festuca rubra;Gentiana lutea;Geranium sylvaticum;Globularia nudicaulis;Hieracium jurassicum;Knautia dipsacifolia;Lactuca plumieri;Laserpitium latifolium;Laserpitium siler;Lathyrus ochraceus;Lilium martagon;Paradisea liliastrum;Pilosella aurantiaca;Pimpinella major;Poa chaixii;Polygonatum verticillatum;Potentilla delphinensis;Ranunculus platanifolius;Rhaponticum scariosum;Senecio doronicum;Serratula tinctoria;Thalictrum aquilegiifolium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1110;Prairies subalpines acidiphiles, assez fraîches, des couloirs et pentes fortes à agrostide fluette (Agrostis schraderiana);Achillea macrophylla;Adenostyles alliariae;Agrostis capillaris;Agrostis schraderiana;Alchemilla alpigena;Alchemilla saxatilis;Astrantia minor;Athyrium distentifolium;Avenella flexuosa;Campanula rhomboidalis;Carex atrata;Cerastium arvense subsp. strictum;Chaerophyllum villarsil;Cirsium spinosissimum;Descurainia tanacetifolia;Festuca melanopsis;Festuca rubra;Festuca violacea;Gentiana punctata;Geranium sylvaticum;Gnaphalium norvegicum;Imperatoria ostruthium;Lactuca plumieri;Luzula alpino-pilosa;Phleum rhaeticum;Pleurospermum austriacum;Rhaponticum scariosum;Rumex alpinus;Rumex arifolius;Silene vulgaris;Veratrum album;Viola biflora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1201;Prairies de fauche brièvement inondables à brome en grappe (Bromus racemosus) des plaines subatlantiques à subcontinentales;Achillea ptarmica;Agrostis stolonifera;Alopecurus pratensis;Alopecurus rendlei;Anacamptis laxiflora;Anthoxanthum odoratum;Bromus racemosus;Cardamine pratensis;Carex disticha;Carex hirta;Carex melanostachya;Centaurea jacea;Deschampsia cespitosa;Elytrigia repens;Euphorbia esula;Fritillaria meleagris;Galium verum;Gaudinia fragilis;Holcus lanatus;Hordeum secalinum;Jacobaea aquatica;Juncus acutiflorus;Lolium perenne;Lotus pedunculatus;Lychnis flos-cuculi;Myosotis scorpioides;Oenanthe peucedanifolia;Oenanthe silaifolia;Phleum pratense;Poa trivialis;Potentilla reptans;Ranunculus acris;Ranunculus repens;Rumex crispus;Schedonorus pratensis;Scorzoneroides autumnalis;Senecio aquaticus;Silaum silaus;Trifolium dubium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1202;Prairies de fauche continentales brièvement inondables à vulpin des prés (Alopecurus pratensis) des étages collinéen et montagnard;Achillea millefolium;Achillea ptarmica;Agrostis stolonifera;Alopecurus pratensis;Angelica sylvestris;Anthoxanthum odoratum;Bistorta officinalis;Bromus racemosus;Crepis paludosa;Deschampsia cespitosa;Euphorbia esula;Filipendula ulmaria;Galium palustre;Geum rivale;Holcus lanatus;Jacobaea aquatica;Juncus acutiflorus;Lathyrus pratensis;Lychnis flos-cuculi;Lysimachia nummularia;Lythrum salicaria;Myosotis scorpioides;Oenanthe peucedanifolia;Poa pratensis;Poa trivialis;Potentilla reptans;Prunella vulgaris;Ranunculus acris;Ranunculus repens;Rumex acetosa;Sanguisorba officinalis;Schedonorus pratensis;Scirpus sylvaticus;Silaum silaus;Trifolium pratense;Trollius europaeus;Veronica chamaedrys;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1203;Prairies semi-humides, neutroclinophiles, pâturées et piétinées à menthe à feuilles longues (Mentha longifolia) et à joncs (Juncus inflexus, / effusus);Agrostis stolonifera;Alopecurus geniculatus;Barbarea vulgaris;Blysmus compressus;Carex distans;Carex flacca;Carex hirta;Carex hordeistichos;Carex otrubae;Deschampsia cespitosa;Epilobium hirsutum;Epilobium parviflorum;Eupatorium cannabinum;Holcus lanatus;Hypericum tetrapterum;Juncus articulatus;Juncus effusus;Juncus inflexus;Lotus pedunculatus;Mentha longifolia;Mentha suaveolens;Poa trivialis;Potentilla reptans;Pulicaria dysenterica;Ranunculus repens;Schedonorus arundinaceus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1204;Prairies piétinées, périodiquement inondées, à potentille anserine (Argentina anserina) et autres prairies voisines;Agrostis stolonifera;Alopecurus geniculatus;Argentina anserina;Blysmus compressus;Carex flacca;Carex hirta;Carex hordeistichos;Crypsis alopecuroides;Elytrigia repens;Euphorbia esula subsp. esula;Juncus compressus;Mentha pulegium;Plantago major;Potentilla reptans;Ranunculus ophioglossifolius;Ranunculus repens;Rorippa sylvestris;Rumex crispus;Teucrium scordium;Trifolium fragiferum;Trifolium repens;Tussilago farfara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1205;Prairies fauchées, longuement inondables à oenanthe fistuleuse (Oenanthe fistulosa) et à gratiole officinale (Gratiola officinalis);Achillea ptarmica;Agrostis stolonifera;Allium angulosum;Alopecurus geniculatus;Alopecurus pratensis;Anacamptis laxiflora;Cardamine pratensis;Carex disticha;Carex melanostachya;Carex vulpina;Eleocharis palustris;Eleocharis uniglumis;Galium palustre;Gratiola officinalis;Inula britannica;Jacobaea aquatica;Lychnis flos-cuculi;Lysimachia nummularia;Myosotis scorpioides;Oenanthe fistulosa;Persicaria amphibia;Poa trivialis;Ranunculus flammula;Ranunculus ophioglossifolius;Ranunculus repens;Rumex crispus;Sium latifolium;Stellaria palustris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1206;Prairies fluviatiles inondables à paspale à deux épis (Paspalum distichum) et à polypogon vert (Polypogon viridis) des cours d'eau méditerranéens;Agrostis stolonifera;Bidens cernua;Bidens frondosa;Bolboschoenus glaucus;Crypsis schoenoides;Cyperus eragrostis;Cyperus longus;Echinochloa crus-galli;Equisetum ramosissimum;Juncus articulatus;Lycopus europaeus;Lysimachia vulgaris;Lythrum salicaria;Mentha aquatica;Mentha longifolia;Mentha suaveolens;Panicum capillare;Paspalum distichum;Persicaria hydropiper;Persicaria lapathifolia;Phalaris arundinacea;Polypogon viridis;Rorippa amphibia;Rorippa sylvestris;Scirpoides holoschoenus;Xanthium orientale subsp. italicum;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1207;Prairies humides médio-européennes des sols paratourbeux mésotrophes;Angelica sylvestris;Anthoxanthum odoratum;Bistorta officinalis;Caltha palustris;Cardamine pratensis;Carex panicea;Cirsium oleraceum;Cirsium palustre;Cirsium rivulare;Deschampsia cespitosa;Epilobium tetragonum;Filipendula ulmaria;Galium palustre;Galium uliginosum;Geum rivale;Holcus lanatus;Juncus acutiflorus;Juncus effusus;Lotus pedunculatus;Lychnis flos-cuculi;Lysimachia vulgaris;Molinia caerulea;Myosotis scorpioides;Potentilla erecta;Ranunculus aconitifolius;Ranunculus flammula;Sanguisorba officinalis;Schedonorus arundinaceus;Scirpus sylvaticus;Scorzonera humilis;Succisa pratensis;Trollius europaeus;Valeriana dioica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1208;Prairies humides médio-européennes des sols paratourbeux acides à neutres et oligotrophes;Agrostis canina;Anacamptis laxiflora;Avenella flexuosa;Bistorta officinalis;Carex demissa;Carex echinata;Carex leporina;Carex nigra;Carex pallescens;Carex paniculata;Carex pulicaris;Carex tomentosa;Dactylorhiza maculata;Eriophorum angustifolium;Festuca rubra;Galium palustre;Hydrocotyle vulgaris;Juncus acutiflorus;Juncus conglomeratus;Juncus effusus;Lotus pedunculatus;Lychnis flos-cuculi;Lysimachia tenella;Mentha arvensis;Molinia caerulea;Pedicularis sylvatica;Potentilla erecta;Ranunculus flammula;Scorzonera humilis;Scutellaria minor;Selinum carvifolia;Serratula tinctoria;Succisa pratensis;Trocdaris verticillatum;Viola palustris;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1209;Prairies humides médio-européennes des sols paratourbeux basiques et oligotrophes;Betonica officinalis;Briza media;Carex davalliana;Carex flacca;Carex hostiana;Carex panicea;Carex tomentosa;Cirsium tuberosum;Dianthus superbus;Epipactis palustris;Eriophorum latifolium;Festuca trichophylla;Filipendula ulmaria;Galium boreale;Galium uliginosum;Genista tinctoria;Gentiana asclepiadea;Gentiana pneumonanthe;Gladiolus palustris;Inula helvetica;Inula salicina;Iris sibirica;Juncus subnodulosus;Laserpitium prutenicum;Lotus maritimus;Molinia caerulea;Oenanthe lachenalii;Ophioglossum vulgatum;Potentilla erecta;Sanguisorba officinalis;Selinum carvifolia;Serratula tinctoria;Silaum silaus;Succisa pratensis;Swertia perennis;Thalictrum simplex;Trollius europaeus;Valeriana dioica;Viola relation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
F1210;Prairies humides thermophiles supraméditerranéennes et méridionales paratourbeuses;Anacamptis fragrans;Briza media;Bromopsis erecta;Carex distans;Carex flacca;Carex hostiana;Carex panicea;Carex tomentosa;Centaurea jacea;Cirsium monspessulanum;Cirsium tuberosum;Daucus carota;Deschampsia media;Epipactis palustris;Frangula alnus;Galium verum;Genista tinctoria;Herminium monorchis;Holcus lanatus;Inula salicina;Jacobaea erucifolia;Lathyrus pannonicus var. asphodeloides;Lathyrus pratensis;Linum catharticum;Lotus glaber;Lotus maritimus;Molinia arundinacea;Molinia caerulea;Phragmites australis;Pinus sylvestris;Pulicaria dysenterica;Schedonorus interruptus;Schoenus nigricans;Senecio doria;Silaum silaus;Succisa pratensis;Valeriana dioica;Vicia cracca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
